Identifier	Character	Dialogue	Filename	Line Number	Filename	Identifier
prologue_763cd1be		"It's always the same thing too, the sterling silver guardian angel pin that she had given him almost five Christmases ago."	game/script.rpy	60		prologue_763cd1be
prologue_5ed8097b		The one she and I had spent hours arguing with the postal service on the phone for after they lost the package on route. 	game/script.rpy	61		prologue_5ed8097b
prologue_f60d0031		"This Christmas, my mother will not have to spend the happiest time of year with three spots at the table unclaimed. She has my word."	game/script.rpy	65		prologue_f60d0031
prologue_9c491326		"Until that time comes, I need to leave the overtly ""in your face"" holiday cheer that New York City is famous for. "	game/script.rpy	66		prologue_9c491326
prologue_7638a901		Not because I don't appreciate a large Christmas tree in every well known area or ice skating rinks filled with people chattering excitedly.	game/script.rpy	69		prologue_7638a901
prologue_9eb18061		"It's because I just don't know how the city is able to keep moving when, to me and my mother, it feels as if it the world has stopped spinning. "	game/script.rpy	70		prologue_9eb18061
prologue_0f42d8e9		My hand glides over the aluminum mailbox. The same aluminum mailbox that my mother and I would wait anxiously by.	game/script.rpy	73		prologue_0f42d8e9
prologue_a090ffe1		Our best memories were when we would finally receive a letter from Craig after months. We'd both smile and count our blessings. 	game/script.rpy	74		prologue_a090ffe1
prologue_bdec2b4e		"Tonight, there is a different sentiment as I look at the mailbox. Tonight I feel melancholic. But alas, all good things must come to an end eventually."	game/script.rpy	77		prologue_bdec2b4e
prologue_4dfec7c0		"Goodbye, old friend. "	game/script.rpy	78		prologue_4dfec7c0
chapterOne_de9d1013	ta	"Please have your tickets ready for boarding. This train leaves to Riversone, making local stops along the way."	game/script.rpy	99	TrainLine1	chapterOne_de9d1013
chapterOne_a784df18		"I'm already seated on the train. If living in New York City has taught me anything, it's that behind a crowded train is usually an empty one."	game/script.rpy	104		chapterOne_a784df18
chapterOne_693d53a1		Score one for me!	game/script.rpy	106		chapterOne_693d53a1
chapterOne_7a3ee159		"I place my bulky duffel bag on the seat next to me. It's a little tactic I like to call ""uncomfortable silence."" Most people will see my bag and glare at it silently, but they won't tell me to move it. "	game/script.rpy	110		chapterOne_7a3ee159
chapterOne_631a7499		"You can't get away with it for the whole ride, but for a few stops it's totally possible. So until some old woman demands I move my stuff, I'm sitting here pretty comfortably. "	game/script.rpy	114		chapterOne_631a7499
chapterOne_c00614d6		"Archer Lane's new hit single blasts through the online radio app on my phone. It's catchy, sure, but the high tempo makes me want to chuck my phone at the wall of the train car."	game/script.rpy	119		chapterOne_c00614d6
chapterOne_c0a891bf		"Not really feeling the whole, ""Dance with Me"" thing Archer's got going on. Nope, no thanks. Not today, buddy. "	game/script.rpy	123		chapterOne_c0a891bf
chapterOne_4f820444		I quickly turn off the app and find my saved music folder. 	game/script.rpy	127		chapterOne_4f820444
chapterOne_52692d63		Thomas De Luca is my go to artist. I can feel his raspy voice in the pit of my stomach with each word he sings and it's amazing. 	game/script.rpy	132		chapterOne_52692d63
chapterOne_11e0cb8e		He doesn't hide behind autotune like Archer Lane does. Thomas De Luca doesn't need to. I shut my eyes and let his vocals take me to a different place. 	game/script.rpy	135		chapterOne_11e0cb8e
chapterOne_80a86c13		"Right now, I'm not on a train to my sister in law's inn to work for the winter. I'm on stage and Thomas De Luca is singing to me. He's holding my hand and letting me know that everything will be okay. "	game/script.rpy	140		chapterOne_80a86c13
chapterOne_aad5695a		Even if I know that nothing is okay.	game/script.rpy	144		chapterOne_aad5695a
chapterOne_f926ee95		"Well for one, I can't even stand to look my mother in the eye as she pours an extra cup of hot cocoa in the morning, or sets the table for three people instead of two."	game/script.rpy	145		chapterOne_f926ee95
chapterOne_3b40dc1c		How sad is that? I am running away from my own mother!	game/script.rpy	146		chapterOne_3b40dc1c
chapterOne_28975920		"On top of that, I have no money. I'm a 22 year old college graduate with a degree in film and a surmounting pile of debt."	game/script.rpy	149		chapterOne_28975920
chapterOne_2034ce6f		All I have to show for my education is one movie and it isn't even that good. I still have no permanent job offers. 	game/script.rpy	150		chapterOne_2034ce6f
chapterOne_5f80c156		"Thomas De Luca's voice can't magically toss money in my lap or bring the smile back to my mother's face. But, he does help me tune out the world for a few minutes so I can pretend like my problems don't exist. "	game/script.rpy	153		chapterOne_5f80c156
chapterOne_496dd894		"When I open my eyes it's because I can feel that the train has stopped moving. I leave my bag next to me, but I drape an arm over it protectively. "	game/script.rpy	159		chapterOne_496dd894
chapterOne_075fff8d		A person boards the train and walks casually to the other end of the car. My bag's seat is still secured. 	game/script.rpy	162		chapterOne_075fff8d
chapterOne_fc68ae66		I notice that the scenery around me has changed as the train pulls away farther and farther from the big city. There are so many trees and the sunlight isn't hidden by tall buildings.	game/script.rpy	166		chapterOne_fc68ae66
chapterOne_51955d86		Riversone might not be so bad after all. Especially if it looks as peaceful as the scene through the train window.	game/script.rpy	169		chapterOne_51955d86
chapterOne_2aba1cd7		Riversone is the perfect middle point for travelers heading up north to the textile driven cities or south to the more rural areas. Or so the internet has told me.	game/script.rpy	172		chapterOne_2aba1cd7
chapterOne_beef7e4d		"I'm sure I'll meet a lot of interesting people there. Or hey, maybe none at all, which I'm totally cool with too. "	game/script.rpy	175		chapterOne_beef7e4d
chapterOne_6dcbcac8		I switch the music off for a second when I notice we're approaching a new station. This one looks much more packed.	game/script.rpy	181		chapterOne_6dcbcac8
chapterOne_9edc21f2		"I give a forlorn look to my bag, which I know I'll have to move onto my lap. It's fine, just a mild inconvenience."	game/script.rpy	182		chapterOne_9edc21f2
chapterOne_603da632	ta	We are now approaching Wistfield station.	game/script.rpy	185	TrainLine2	chapterOne_603da632
chapterOne_317b23f7		The train slows down once again and pulls into a station like the ones before it. I wonder how far we are from Riversone. 	game/script.rpy	191		chapterOne_317b23f7
chapterOne_aa04199b		"Despite having an aisle seat, I can't see much of what's in front of me as people pile into the now crowded train. "	game/script.rpy	194		chapterOne_aa04199b
chapterOne_e875cc60		I lean back into my seat and remove my hand from my bag.	game/script.rpy	198		chapterOne_e875cc60
chapterOne_58835283		"Play it cool, Lilah. "	game/script.rpy	199		chapterOne_58835283
chapterOne_e97d7dc0		My solace has already been lost as I notice the sunlight from the window is being blocked by the people standing in front of my seated figure.	game/script.rpy	202		chapterOne_e97d7dc0
chapterOne_6b3f7495		I never really realized how much darkness can damper one's mood.	game/script.rpy	203		chapterOne_6b3f7495
chapterOne_c141be49		I look up to see a man towering above me. He looks annoyed and motions to the seat next to me with his head.	game/script.rpy	207		chapterOne_c141be49
chapterOne_a456fa79		"Without a single word, I slide the duffel bag into my lap. I'm not trying to cause any trouble."	game/script.rpy	208		chapterOne_a456fa79
chapterOne_93de2f13		"I expect the man to sit down, but he doesn't."	game/script.rpy	211		chapterOne_93de2f13
chapterOne_40ac1311		"Instead, he steps back and holds his arm out for an older woman with a cane to slide into the seat next to me."	game/script.rpy	216		chapterOne_40ac1311
chapterOne_02126b75	ow	Kids these days...you ought to be more respectful!	game/script.rpy	219	Old1	chapterOne_02126b75
chapterOne_dddc8a73		"She glares at me, but it's nothing that hasn't happened to me on a train before. Kindly I begin to explain that I hadn't seen her, otherwise I would have moved my stuff. "	game/script.rpy	223		chapterOne_dddc8a73
chapterOne_a3f8987c		"While I like the seat next to me being empty, I'm not heartless. I'd even stand up for someone if they looked like they needed a seat. "	game/script.rpy	227		chapterOne_a3f8987c
chapterOne_6e1577d0		This isn't a commuter train in the city. The social cues are much different.	game/script.rpy	231		chapterOne_6e1577d0
chapterOne_f3be0a69		"I only begin to realize that when I lock eyes with the man from earlier. It isn't quite a glare that sits upon his face, but he's definitely judging me. "	game/script.rpy	232		chapterOne_f3be0a69
chapterOne_183d9cf8	li	"Ma'am, I swear I didn't see you."	game/script.rpy	235	L1	chapterOne_183d9cf8
chapterOne_5a97bc66	ow	"The train is crowded, that big bag should go in the overhead above!"	game/script.rpy	237	Old2	chapterOne_5a97bc66
chapterOne_416aaaf3	li	"When I got onto the train, it was empty. I was just..."	game/script.rpy	240	L2	chapterOne_416aaaf3
chapterOne_4ae2a65d		"But she continuously cuts me off to tell me I need to learn some respect. Well, sometimes you lose the ""uncomfortable silence"" game..."	game/script.rpy	243		chapterOne_4ae2a65d
chapterOne_9da54ef3		"I stand up and offer the seat to the man, since this woman looks like she'd much rather sit next to the ""well mannered gentleman"" who helped her get a seat. "	game/script.rpy	246		chapterOne_9da54ef3
chapterOne_eab5ba9c		"He opens his mouth to protest, but I've already got the hulking duffel bag over my shoulder."	game/script.rpy	249		chapterOne_eab5ba9c
chapterOne_f31617fc		"I push passed the crowd of people, muttering ""sorry"" before settling into a spot by the door and away from the old woman."	game/script.rpy	250		chapterOne_f31617fc
chapterOne_88649de9		"Still, for some reason I feel the need to keep stealing glances at the guy. I've always been infatuated with the idea of people moving around in everyday settings."	game/script.rpy	257		chapterOne_88649de9
chapterOne_a2b556c6		"It's like a photographer friend of mine always said, ""people living their lives is the most fascinating thing"". "	game/script.rpy	258		chapterOne_a2b556c6
chapterOne_50fcde10		"The best way to come up with a character is to just look at the people around you. Trains are the best place to do that, especially in New York. "	game/script.rpy	261		chapterOne_50fcde10
chapterOne_7d4668ed		I try to figure out who the person might be by what they're wearing or how their posture is. It's a little quirk of mine that helped me through tons of screenwriting classes in college. 	game/script.rpy	264		chapterOne_7d4668ed
chapterOne_d95ac686		"This particular man is strange. As he nestles himself into his corner seat, I take a long look at him. The man looks out of place, and it's no doubt because of the scarf that is pulled all the way up passed his nose. "	game/script.rpy	268		chapterOne_d95ac686
chapterOne_1509dce1		"He definitely gives off the vibe that he's trying to hide himself. Whether it be him trying to mask his identity or a deeper self esteem issue, I don't know. I'm not a psychologist, just a people watcher."	game/script.rpy	271		chapterOne_1509dce1
chapterOne_42d58eb0		The man's blond locks peek out from his oversized wool hat. His eyes are closed and the woman next to him is staring at him in awe. How the heck does she gravitate towards the shadiest looking guy in the train car?	game/script.rpy	274		chapterOne_42d58eb0
chapterOne_44fd7db7		Ughh...how many more stops until I reach my destination?	game/script.rpy	277		chapterOne_44fd7db7
chapterOne_7d6b5fde		"I turn on my radio app once again and it brings me back to where I left off in Archer Lane's song. I just leave it on, hoping the beat is enough to cheer me up again. "	game/script.rpy	282		chapterOne_7d6b5fde
chapterOne_892d028c	ta	We are now arriving in Riversone. Please exit the train as this is our last stop.	game/script.rpy	289	TrainLine3	chapterOne_892d028c
chapterOne_1888b50c		I step out of the train as soon as it stops and the door opens. I have no interest in being trampled on by the twenty or so people trying to exit as well.	game/script.rpy	292		chapterOne_1888b50c
chapterOne_8563f065		"The cold air greets me. Now, I have to call my sister in law. She said that she would be at the station waiting for me, but it's hard to pinpoint anything here."	game/script.rpy	298		chapterOne_8563f065
chapterOne_a899f58c		"Despite the train letting out a big crowd, there aren't many people mulling around the massive station. "	game/script.rpy	299		chapterOne_a899f58c
chapterOne_5c3082c2	que	Can you move?	game/script.rpy	303	A01	chapterOne_5c3082c2
chapterOne_4cbe89e4		Huh?	game/script.rpy	307		chapterOne_4cbe89e4
chapterOne_6dea6c3c		I whip around to see the man from earlier.	game/script.rpy	311		chapterOne_6dea6c3c
chapterOne_be4754ba		I step aside and he quickly brushes passed me with not even a second glance in my direction.	game/script.rpy	313		chapterOne_be4754ba
chapterOne_a036b1ce		Rude!	game/script.rpy	316		chapterOne_a036b1ce
chapterOne_834e7048	an	"Lilah! Hey, you're here! How was the train ride?"	game/script.rpy	319	Anjali1	chapterOne_834e7048
chapterOne_a78dced0		"Startled, I jump slightly. She probably saw all of that, but she's too polite to bring it up."	game/script.rpy	323		chapterOne_a78dced0
chapterOne_bb709abf		Classic Anjali. 	game/script.rpy	324		chapterOne_bb709abf
chapterOne_08036350		I regain my composure and smile brightly at her. She looks as gorgeous as ever.	game/script.rpy	329		chapterOne_08036350
chapterOne_c5a85bea		"To someone who doesn't know her, I'm sure her brilliant smile masks the bags under her eyes. She's worn down and tired, but she's too proud to admit it."	game/script.rpy	330		chapterOne_c5a85bea
chapterOne_a909279e	an	Well? You never answered my question. How was your train ride?	game/script.rpy	333	Anjali2	chapterOne_a909279e
chapterOne_e8ff4b53	li	"It was nice. The scenery especially was beautiful. So all in all, I'd say it was a relaxing ride."	game/script.rpy	339		chapterOne_e8ff4b53
chapterOne_0b191291		I'm careful not to mention the old lady who sat next to me or the weird guy who caused the whole commotion earlier. I don't want to worry Anjali with something so trivial. Especially not during this time of the year.	game/script.rpy	342		chapterOne_0b191291
chapterOne_17c4de98	an	That's great. You're just going to love it in Riversone. I'm so happy to have you here.	game/script.rpy	344	Anjali3	chapterOne_17c4de98
chapterOne_02541587	li	I hope so.	game/script.rpy	346		chapterOne_02541587
chapterOne_d36e9ffc	li	"It sucked. There was this old lady and a guy with a big scarf who tag teamed me! The guy basically made me move my bag for this old lady, which is totally fine. But she was yelling at me for not doing it myself."	game/script.rpy	352		chapterOne_d36e9ffc
chapterOne_b86fa900	an	And why didn't you do it yourself?	game/script.rpy	355		chapterOne_b86fa900
chapterOne_cdf326bf	li	Honestly? I didn't see the lady!	game/script.rpy	357		chapterOne_cdf326bf
chapterOne_90c3f234	an	"It's not because of the bag trick your brother taught you, huh?"	game/script.rpy	359		chapterOne_90c3f234
chapterOne_cad05aeb	li	"I know when to use the bag trick, Anjali! Only when there's not a ton of people and I planned to move it whenever someone asked me to. Until then, how am I supposed to know someone wants to sit there?"	game/script.rpy	361		chapterOne_cad05aeb
chapterOne_9ca2d147	an	Lilah...	game/script.rpy	363	Anjali4	chapterOne_9ca2d147
chapterOne_edf5bdde	li	"I swear, I was going to move it! You're looking at me like that guy was. He didn't believe me either."	game/script.rpy	365		chapterOne_edf5bdde
chapterOne_8684807b	an	"I believe you, Lilah. I'm only teasing. There are unspoken rules on the trains in NYC, but not here in Riversone. Everything is much more laid back. Don't be as hasty."	game/script.rpy	368		chapterOne_8684807b
chapterOne_631e8b0f		"You know what they say. You can take the girl out of New York City, but you can't take New York City out of the girl. "	game/script.rpy	372		chapterOne_631e8b0f
chapterOne_feb42b6c	li	"It's not that easy, but I'll try not to be an obnoxious city girl."	game/script.rpy	374	L3	chapterOne_feb42b6c
chapterOne_common_b02bc604	an	"Try to see the bright side for once, will you?"	game/script.rpy	383		chapterOne_common_b02bc604
chapterOne_common_a0550c1b	li	Yes ma'am!	game/script.rpy	386		chapterOne_common_a0550c1b
chapterOne_common_5d635ef3		Anjali isn't happy with my feigned obedience.	game/script.rpy	391		chapterOne_common_5d635ef3
chapterOne_common_6be9bad1	an	"You know, I actually missed your sass. Believe it or not."	game/script.rpy	394		chapterOne_common_6be9bad1
chapterOne_common_ae8bfc6f		I frown. It must really be lonely out here for her. I don't know why she chooses to run this hotel in the middle of nowhere by herself. There isn't anything exciting about the area that I know of. 	game/script.rpy	399		chapterOne_common_ae8bfc6f
chapterOne_common_222ca5a7	an	That was supposed to be a compliment.	game/script.rpy	403		chapterOne_common_222ca5a7
chapterOne_common_77abe078	li	It's not you. I'm just thinking of something.	game/script.rpy	406		chapterOne_common_77abe078
chapterOne_common_ca061350	an	I'm okay. Really.	game/script.rpy	409	Anjali5	chapterOne_common_ca061350
chapterOne_common_3a73387f		"She sees right through me, not surprisingly. Anjali is really good at reading people. She reaches out to me and puts a comforting hand on my back. "	game/script.rpy	412		chapterOne_common_3a73387f
chapterOne_common_da6ed2df	an	Business is doing better and my sister is thinking about moving out here. So don't pity an old soul.	game/script.rpy	414		chapterOne_common_da6ed2df
chapterOne_common_2b856072	li	Old? Hardly! You're 32!	game/script.rpy	418	L4	chapterOne_common_2b856072
chapterOne_common_ec6dd4d9	an	In mountain time that's almost 50.	game/script.rpy	421		chapterOne_common_ec6dd4d9
chapterOne_common_89305812		I scoff.	game/script.rpy	424		chapterOne_common_89305812
chapterOne_common_94548ea9	li	Your math is off and I don't even think it works like that.	game/script.rpy	426		chapterOne_common_94548ea9
chapterOne_common_07b04c43	an	"Hey now, don't argue with me."	game/script.rpy	428	Anjali6	chapterOne_common_07b04c43
chapterOne_common_836966ef		Anjali insists on taking my suitcase from me. She tells me that her car is nearby and begins to talk happily about what my living arrangements will be for the next few months. 	game/script.rpy	433		chapterOne_common_836966ef
chapterOne_common_6cfe6ae8		"It's hard to concentrate on her words when I see the man who caused so much trouble for me on the train earlier. He looks disgruntled, impatiently typing on his phone. Anjali follows my gaze. "	game/script.rpy	436		chapterOne_common_6cfe6ae8
chapterOne_common_84e60816	an	What are you looking at?	game/script.rpy	439		chapterOne_common_84e60816
chapterOne_common_4153d54d	li	Uhm... everything. Riversone is so different from the big city.	game/script.rpy	442		chapterOne_common_4153d54d
chapterOne_common_8f517901	an	"We have a lot of character here, that's for sure."	game/script.rpy	445		chapterOne_common_8f517901
chapterOne_common_a8598254		I get a better look at the man's outfit as we pass him by. He's wearing a red plaid shirt under a large jacket. His eyes are hidden under his blonde hair.	game/script.rpy	449		chapterOne_common_a8598254
chapterOne_common_8090e936		"Yep, he looks just as out of place as I feel. But the few people roaming around pay him no mind. I guess it doesn't really matter. "	game/script.rpy	450		chapterOne_common_8090e936
chapterOne_common_0d798f50	li	What were you saying before?	game/script.rpy	453		chapterOne_common_0d798f50
chapterOne_common_c5495415		"I change the conversation back to Anjali. As she leads me to her car, Anjali begins to talk about how many people have worked at the hotel during the winter."	game/script.rpy	457		chapterOne_common_c5495415
chapterOne_common_93ccdb1a		"Not including me this year, two others have worked there prior. Not really a big employment pool. "	game/script.rpy	458		chapterOne_common_93ccdb1a
chapterOne_common_f1d4ce4c		"Anjali's car is nothing extravagant, but considering I took a train to get here I'm in no position to judge. Anjali speeds down the empty road with zero reservations. "	game/script.rpy	467		chapterOne_common_f1d4ce4c
chapterOne_common_43ba2fe6		"She isn't irresponsible, rather, a woman who knows her small town well. I admire her comfort in her own world, something I can't ever seem to achieve."	game/script.rpy	471		chapterOne_common_43ba2fe6
chapterOne_common_92513f90		"I look out into the town, seeing Christmas trees in front of almost every single building we pass. It is picturesque."	game/script.rpy	474		chapterOne_common_92513f90
chapterOne_common_a33d2a48		"Riversone resembles a postcard, and it makes me wonder if anything has changed at all. I wouldn't be surprised if the Christmas aesthetic was part of Riversone's all year round traditions. "	game/script.rpy	475		chapterOne_common_a33d2a48
chapterOne_common_3a6330e6		"Anjali switches on the radio with her right hand as her left steers through the bumpy road. I admire her control. Not only of the car, but of herself and probably her hotel too. "	game/script.rpy	478		chapterOne_common_3a6330e6
chapterOne_common_a814e67d		"Dance With Me plays through the speakers and I shut my eyes. It's one of Archer Lane's better songs but it's still missing something. Rather, it has too much going on. I wonder what the song would sound like without so much production. "	game/script.rpy	483		chapterOne_common_a814e67d
chapterOne_common_8997473b	an	This is that guy right? Arrow something?	game/script.rpy	486	Anjali7	chapterOne_common_8997473b
chapterOne_common_202a2694		I let out a laugh. 	game/script.rpy	491		chapterOne_common_202a2694
chapterOne_common_218662ff	li	"Archer Lane, Anjali. But close."	game/script.rpy	494	L5	chapterOne_common_218662ff
chapterOne_common_c1f38fd9		Anjali laughs. 	game/script.rpy	498		chapterOne_common_c1f38fd9
chapterOne_common_f0409993	an	"I told you, I'm an old lady. I've seen things that would prove it."	game/script.rpy	501		chapterOne_common_f0409993
chapterOne_common_ff9cf297		"I don't doubt that she has. She must have, but that's another reason I admire her. "	game/script.rpy	505		chapterOne_common_ff9cf297
chapterOne_common_88ca5917		"Anjali and I drive like this for ten more minutes, chatting and laughing. It really is good to see her again in person and not just behind a video chat."	game/script.rpy	509		chapterOne_common_88ca5917
chapterOne_common_8a3d7dc7		"The last time wasn't the happiest of memories, and my heart still aches thinking about her tearful eyes at my older brother's funeral. For the first time ever, I had seen the composed woman crack."	game/script.rpy	513		chapterOne_common_8a3d7dc7
chapterOne_common_97f2d029		"Anjali pulls into the parking lot of The Red Turtleneck Inn. I haven't ever seen it in person, but the pictures I've seen online don't do this place justice. The Inn is breathtakingly beautiful."	game/script.rpy	518		chapterOne_common_97f2d029
chapterOne_common_46a695a6		"This is the place my brother had always wanted to open with the woman of his dreams. ""The Red Turtleneck is finally a reality,"" he had once exclaimed happily, slamming the lease papers on the kitchen table of the old two bedroom walkup. "	game/script.rpy	519		chapterOne_common_46a695a6
chapterOne_common_7a5afb6d		"Anjali tugs at the hem of her shirt. This is the first time I've seen her uncomfortable. Usually, she's a paragon of hope, always looking at the brighter side of things. I feel the need to break the silence that weighs heavily upon us."	game/script.rpy	526		chapterOne_common_7a5afb6d
chapterOne_common_cf964410	li	Craig never told me why you guys decided on the name Red Turtleneck all those years ago.	game/script.rpy	529		chapterOne_common_cf964410
chapterOne_common_5020d425		The naming of the Inn is always a thought that passes through my mind. Craig was always so tight lipped about his plans with this place once he acquired it.	game/script.rpy	532		chapterOne_common_5020d425
chapterOne_common_5c50d5dd		"Anjali gives me a smile, but it isn't as big as the ones we shared in the car. "	game/script.rpy	536		chapterOne_common_5c50d5dd
chapterOne_common_88bf7de0	an	"The red turtleneck was what I was wearing when Craig and I first met. He was sentimental, that one."	game/script.rpy	538	Anjali8	chapterOne_common_88bf7de0
chapterOne_common_bf860fb3		"I can feel my heart tearing apart. My brother truly loved Anjali. She was his heart, his soul, and his better half. I start to realize that the Inn might not be the best place to escape the painful memories of Craig's death. Anjali, despite her normally cool personality, is hurting too. "	game/script.rpy	543		chapterOne_common_bf860fb3
chapterOne_common_1bd718c3	an	"Anyway, why don't we unlock the place?"	game/script.rpy	547		chapterOne_common_1bd718c3
chapterOne_common_278e195d		"As she fishes in her purse for the keys, I take in the view. The Red Turtleneck Inn looks like a log cabin, with hand crafted furniture to match. It resembles a house in size, and I wonder how many rooms are in it. "	game/script.rpy	552		chapterOne_common_278e195d
chapterOne_common_588f14a0		"Behind the Inn there are two buildings. One of them must be Anjali's home. Or maybe it's a cabin she rents out to guests. Looking at the property in its entirety, I'd say this place is pretty charming. "	game/script.rpy	555		chapterOne_common_588f14a0
chapterOne_common_711b7c1c		"The mountainous backdrop is like a painting. The lush green mountains stretch up towards the clouds. Tall trees line the base of the mountains trying to reach the summits, but they fall a couple hundred feet short. "	game/script.rpy	559		chapterOne_common_711b7c1c
chapterOne_common_aeca7ebf		What's most glaring though are the Christmas decorations on the building. There are lights adorning the top of the roof and a plastic snowman by the Inn's sign. 	game/script.rpy	562		chapterOne_common_aeca7ebf
chapterOne_common_2c89a3ed		"Anjali has the Christmas spirit despite Craig's death. I hope that, unlike my mother, Anjali isn't living a lie. I hope that she's honoring Craig's memory by celebrating his favorite season, and not just going through the motions of monotony to pretend that everything is okay."	game/script.rpy	565		chapterOne_common_2c89a3ed
chapterOne_common_9ee75749		"Clearly, she isn't okay. Even if she's putting on a brave front, I can tell that her heart still lurches at the mention of my brother. I suppose this is what an attempt at moving on looks like. "	game/script.rpy	568		chapterOne_common_9ee75749
chapterOne_common_abfcf29c		"A hand flies up to my heart. I have so many conflicting emotions. Love for Anjali and her strength, anger at myself for not being able to move on myself, and of course sadness for all that is lost."	game/script.rpy	572		chapterOne_common_abfcf29c
chapterOne_common_d957f73b		"But dwelling is part of the problem. I promised my mother, myself, and Craig that I wouldn't live in the past. So, I won't dwell on it. I turn back to Anjali. She has to unlock the place. Which means..."	game/script.rpy	575		chapterOne_common_d957f73b
chapterOne_common_49458438	li	Unlock? It hasn't been open this whole time?	game/script.rpy	578		chapterOne_common_49458438
chapterOne_common_f793b831		Anjali shakes her head and her black locks fall against her face. 	game/script.rpy	583		chapterOne_common_f793b831
chapterOne_common_79ad8120	an	"Normally we would be, but someone booked the whole place."	game/script.rpy	586		chapterOne_common_79ad8120
chapterOne_common_9852422f	li	What? The entire thing? Who can afford that?	game/script.rpy	589	L6	chapterOne_common_9852422f
chapterOne_common_2b0d7e64	an	"I don't ask questions. My clients are entitled to their privacy. The person prepaid when they booked online and gave me the name Irving Prince. He'll be coming in a little later today, so we'll meet him then."	game/script.rpy	592		chapterOne_common_2b0d7e64
chapterOne_common_0b52ebe1	li	What about me? Where do I stay?	game/script.rpy	595		chapterOne_common_0b52ebe1
chapterOne_common_cf747e99	an	"We have two cabins in the back. You can stay in the one on the left. It's pretty nice. Plus, you'll only have one guest to deal with."	game/script.rpy	598		chapterOne_common_cf747e99
chapterOne_common_e89420db	li	I hope that means less work.	game/script.rpy	601		chapterOne_common_e89420db
chapterOne_common_20272cf0		Anjali just shrugs. She slides the key into the lock and leads us inside of the inn.	game/script.rpy	605		chapterOne_common_20272cf0
chapterOne_common_3ccf3bcd		"The interior of the place is just as beautiful and serene as the outside. While the outside boasts vintage light fixtures and Adirondack style lawn chairs, the inside has a much different feel. It reminds me of a bed and breakfast, with warm colored wallpaper and quaint furniture. "	game/script.rpy	613		chapterOne_common_3ccf3bcd
chapterOne_common_8d95e204		"There's a large Christmas tree by the front door, which I can't help but gravitate towards as Anjali settles into the Inn."	game/script.rpy	616		chapterOne_common_8d95e204
chapterOne_common_227d0b01		"The tree is decorated with colorful lights and plenty of ornaments, but one sticks out to me. I gasp involuntarily as a hand flies to my mouth. "	game/script.rpy	622		chapterOne_common_227d0b01
chapterOne_common_90328dd8		Anjali is in the midst of sliding off her coat when she hears me. 	game/script.rpy	625		chapterOne_common_90328dd8
chapterOne_common_502c9b91	an	What is it?	game/script.rpy	627	Anjali9	chapterOne_common_502c9b91
chapterOne_common_e10c2544	li	This ornament...	game/script.rpy	630	L7	chapterOne_common_e10c2544
chapterOne_common_14971937		"I point to the one I'm looking at. It is a group of penguins riding on a sled and each one has a name on it's scarf. Anjali, Craig, Lilah, Marsha. Our family's names, even mom's."	game/script.rpy	633		chapterOne_common_14971937
